"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","CPI","TOT","AGRWTH","M","2022-09",6.857943,
"CAN","CPI","TOT","AGRWTH","M","2022-10",6.879777,
"CAN","CPI","TOT","AGRWTH","M","2022-11",6.796116,
"CAN","CPI","TOT","AGRWTH","M","2022-12",6.319445,
"CAN","CPI","TOT","AGRWTH","M","2023-01",5.918789,
"CZE","CPI","TOT","AGRWTH","M","2011-04",1.503759,
"CZE","CPI","TOT","AGRWTH","M","2011-05",1.93133,
"CZE","CPI","TOT","AGRWTH","M","2011-06",1.824034,
"CZE","CPI","TOT","AGRWTH","M","2011-07",1.71123,
"CZE","CPI","TOT","AGRWTH","M","2011-08",1.824034,
"CZE","CPI","TOT","AGRWTH","M","2011-09",1.827957,
"CZE","CPI","TOT","AGRWTH","M","2011-10",2.262931,
"CZE","CPI","TOT","AGRWTH","M","2011-11",2.473118,
"CZE","CPI","TOT","AGRWTH","M","2011-12",2.352941,
"CZE","CPI","TOT","AGRWTH","M","2012-01",3.506907,
"CZE","CPI","TOT","AGRWTH","M","2012-02",3.715499,
"CZE","CPI","TOT","AGRWTH","M","2012-03",3.711559,
"CZE","CPI","TOT","AGRWTH","M","2012-04",3.492064,
"CZE","CPI","TOT","AGRWTH","M","2012-05",3.157895,
"CZE","CPI","TOT","AGRWTH","M","2012-06",3.477345,
"CZE","CPI","TOT","AGRWTH","M","2012-07",3.154574,
"CZE","CPI","TOT","AGRWTH","M","2012-08",3.266596,
"CZE","CPI","TOT","AGRWTH","M","2012-09",3.379092,
"CZE","CPI","TOT","AGRWTH","M","2012-10",3.477345,
"CZE","CPI","TOT","AGRWTH","M","2012-11",2.728227,
"CZE","CPI","TOT","AGRWTH","M","2012-12",2.403344,
"CZE","CPI","TOT","AGRWTH","M","2013-01",1.950719,
"CZE","CPI","TOT","AGRWTH","M","2013-02",1.740021,
"CZE","CPI","TOT","AGRWTH","M","2013-03",1.738241,
"CZE","CPI","TOT","AGRWTH","M","2013-04",1.738241,
"CZE","CPI","TOT","AGRWTH","M","2013-05",1.326531,
"CZE","CPI","TOT","AGRWTH","M","2013-06",1.527495,
"CZE","CPI","TOT","AGRWTH","M","2013-07",1.427115,
"CZE","CPI","TOT","AGRWTH","M","2013-08",1.326531,
"CZE","CPI","TOT","AGRWTH","M","2013-09",1.02145,
"CZE","CPI","TOT","AGRWTH","M","2013-10",0.9164969,
"CZE","CPI","TOT","AGRWTH","M","2013-11",1.123595,
"CZE","CPI","TOT","AGRWTH","M","2013-12",1.428571,
"CZE","CPI","TOT","AGRWTH","M","2014-01",0.2014099,
"CZE","CPI","TOT","AGRWTH","M","2014-02",0.2012073,
"CZE","CPI","TOT","AGRWTH","M","2014-03",0.1005025,
"CZE","CPI","TOT","AGRWTH","M","2014-04",0.1005025,
"CZE","CPI","TOT","AGRWTH","M","2014-05",0.4028198,
"CZE","CPI","TOT","AGRWTH","M","2014-06",0,
"CZE","CPI","TOT","AGRWTH","M","2014-07",0.5025126,
"CZE","CPI","TOT","AGRWTH","M","2014-08",0.6042296,
"CZE","CPI","TOT","AGRWTH","M","2014-09",0.7077857,
"CZE","CPI","TOT","AGRWTH","M","2014-10",0.7063572,
"CZE","CPI","TOT","AGRWTH","M","2014-11",0.5050505,
"CZE","CPI","TOT","AGRWTH","M","2014-12",0.1006036,
"CZE","CPI","TOT","AGRWTH","M","2015-01",0,
"CZE","CPI","TOT","AGRWTH","M","2015-02",0.1004016,
"CZE","CPI","TOT","AGRWTH","M","2015-03",0.2008032,
"CZE","CPI","TOT","AGRWTH","M","2015-04",0.502008,
"CZE","CPI","TOT","AGRWTH","M","2015-05",0.7021063,
"CZE","CPI","TOT","AGRWTH","M","2015-06",0.8024072,
"CZE","CPI","TOT","AGRWTH","M","2015-07",0.4,
"CZE","CPI","TOT","AGRWTH","M","2015-08",0.3003003,
"CZE","CPI","TOT","AGRWTH","M","2015-09",0.4016064,
"CZE","CPI","TOT","AGRWTH","M","2015-10",0.2004008,
"CZE","CPI","TOT","AGRWTH","M","2015-11",0.1005025,
"CZE","CPI","TOT","AGRWTH","M","2015-12",0,
"CZE","CPI","TOT","AGRWTH","M","2016-01",0.6030151,
"CZE","CPI","TOT","AGRWTH","M","2016-02",0.5015045,
"CZE","CPI","TOT","AGRWTH","M","2016-03",0.3006012,
"CZE","CPI","TOT","AGRWTH","M","2016-04",0.5994006,
"CZE","CPI","TOT","AGRWTH","M","2016-05",0.0996016,
"CZE","CPI","TOT","AGRWTH","M","2016-06",0.09950249,
"CZE","CPI","TOT","AGRWTH","M","2016-07",0.498008,
"CZE","CPI","TOT","AGRWTH","M","2016-08",0.5988024,
"CZE","CPI","TOT","AGRWTH","M","2016-09",0.5,
"CZE","CPI","TOT","AGRWTH","M","2016-10",0.8,
"CZE","CPI","TOT","AGRWTH","M","2016-11",1.606426,
"CZE","CPI","TOT","AGRWTH","M","2016-12",2.01005,
"CZE","CPI","TOT","AGRWTH","M","2017-01",2.197802,
"CZE","CPI","TOT","AGRWTH","M","2017-02",2.49501,
"CZE","CPI","TOT","AGRWTH","M","2017-03",2.597403,
"CZE","CPI","TOT","AGRWTH","M","2017-04",1.986097,
"CZE","CPI","TOT","AGRWTH","M","2017-05",2.38806,
"CZE","CPI","TOT","AGRWTH","M","2017-06",2.286282,
"CZE","CPI","TOT","AGRWTH","M","2017-07",2.477701,
"CZE","CPI","TOT","AGRWTH","M","2017-08",2.480159,
"CZE","CPI","TOT","AGRWTH","M","2017-09",2.686567,
"CZE","CPI","TOT","AGRWTH","M","2017-10",2.876984,
"CZE","CPI","TOT","AGRWTH","M","2017-11",2.56917,
"CZE","CPI","TOT","AGRWTH","M","2017-12",2.364532,
"CZE","CPI","TOT","AGRWTH","M","2018-01",2.150538,
"CZE","CPI","TOT","AGRWTH","M","2018-02",1.752678,
"CZE","CPI","TOT","AGRWTH","M","2018-03",1.655307,
"CZE","CPI","TOT","AGRWTH","M","2018-04",1.94742,
"CZE","CPI","TOT","AGRWTH","M","2018-05",2.23518,
"CZE","CPI","TOT","AGRWTH","M","2018-06",2.623907,
"CZE","CPI","TOT","AGRWTH","M","2018-07",2.321083,
"CZE","CPI","TOT","AGRWTH","M","2018-08",2.516941,
"CZE","CPI","TOT","AGRWTH","M","2018-09",2.325581,
"CZE","CPI","TOT","AGRWTH","M","2018-10",2.217936,
"CZE","CPI","TOT","AGRWTH","M","2018-11",2.023121,
"CZE","CPI","TOT","AGRWTH","M","2018-12",2.021174,
"CZE","CPI","TOT","AGRWTH","M","2019-01",2.488038,
"CZE","CPI","TOT","AGRWTH","M","2019-02",2.679426,
"CZE","CPI","TOT","AGRWTH","M","2019-03",2.969349,
"CZE","CPI","TOT","AGRWTH","M","2019-04",2.769819,
"CZE","CPI","TOT","AGRWTH","M","2019-05",2.946768,
"CZE","CPI","TOT","AGRWTH","M","2019-06",2.746212,
"CZE","CPI","TOT","AGRWTH","M","2019-07",2.930057,
"CZE","CPI","TOT","AGRWTH","M","2019-08",2.92729,
"CZE","CPI","TOT","AGRWTH","M","2019-09",2.651515,
"CZE","CPI","TOT","AGRWTH","M","2019-10",2.735849,
"CZE","CPI","TOT","AGRWTH","M","2019-11",3.116147,
"CZE","CPI","TOT","AGRWTH","M","2019-12",3.207547,
"CZE","CPI","TOT","AGRWTH","M","2020-01",3.641457,
"CZE","CPI","TOT","AGRWTH","M","2020-02",3.727866,
"CZE","CPI","TOT","AGRWTH","M","2020-03",3.44186,
"CZE","CPI","TOT","AGRWTH","M","2020-04",3.159851,
"CZE","CPI","TOT","AGRWTH","M","2020-05",2.862419,
"CZE","CPI","TOT","AGRWTH","M","2020-06",3.317972,
"CZE","CPI","TOT","AGRWTH","M","2020-07",3.397613,
"CZE","CPI","TOT","AGRWTH","M","2020-08",3.302752,
"CZE","CPI","TOT","AGRWTH","M","2020-09",3.228782,
"CZE","CPI","TOT","AGRWTH","M","2020-10",2.938476,
"CZE","CPI","TOT","AGRWTH","M","2020-11",2.655678,
"CZE","CPI","TOT","AGRWTH","M","2020-12",2.285192,
"CZE","CPI","TOT","AGRWTH","M","2021-01",2.162162,
"CZE","CPI","TOT","AGRWTH","M","2021-02",2.066487,
"CZE","CPI","TOT","AGRWTH","M","2021-03",2.33813,
"CZE","CPI","TOT","AGRWTH","M","2021-04",3.063063,
"CZE","CPI","TOT","AGRWTH","M","2021-05",2.872531,
"CZE","CPI","TOT","AGRWTH","M","2021-06",2.765388,
"CZE","CPI","TOT","AGRWTH","M","2021-07",3.374778,
"CZE","CPI","TOT","AGRWTH","M","2021-08",4.085258,
"CZE","CPI","TOT","AGRWTH","M","2021-09",4.915103,
"CZE","CPI","TOT","AGRWTH","M","2021-10",5.798394,
"CZE","CPI","TOT","AGRWTH","M","2021-11",5.976807,
"CZE","CPI","TOT","AGRWTH","M","2021-12",6.613048,
"CZE","CPI","TOT","AGRWTH","M","2022-01",9.876543,
"CZE","CPI","TOT","AGRWTH","M","2022-02",11.09155,
"CZE","CPI","TOT","AGRWTH","M","2022-03",12.74165,
"CZE","CPI","TOT","AGRWTH","M","2022-04",14.16084,
"CZE","CPI","TOT","AGRWTH","M","2022-05",15.96859,
"CZE","CPI","TOT","AGRWTH","M","2022-06",17.1875,
"CZE","CPI","TOT","AGRWTH","M","2022-07",17.52577,
"CZE","CPI","TOT","AGRWTH","M","2022-08",17.23549,
"CZE","CPI","TOT","AGRWTH","M","2022-09",17.97274,
"CZE","CPI","TOT","AGRWTH","M","2022-10",15.09275,
"CZE","CPI","TOT","AGRWTH","M","2022-11",16.24579,
"CZE","CPI","TOT","AGRWTH","M","2022-12",15.75859,
"CZE","CPI","TOT","AGRWTH","M","2023-01",17.49599,
"DNK","CPI","TOT","AGRWTH","M","2011-04",2.997859,
"DNK","CPI","TOT","AGRWTH","M","2011-05",3.104925,
"DNK","CPI","TOT","AGRWTH","M","2011-06",3.001072,
"DNK","CPI","TOT","AGRWTH","M","2011-07",3.004292,
"DNK","CPI","TOT","AGRWTH","M","2011-08",2.564103,
"DNK","CPI","TOT","AGRWTH","M","2011-09",2.555911,
"DNK","CPI","TOT","AGRWTH","M","2011-10",2.771855,
"DNK","CPI","TOT","AGRWTH","M","2011-11",2.555911,
"DNK","CPI","TOT","AGRWTH","M","2011-12",2.446809,
"DNK","CPI","TOT","AGRWTH","M","2012-01",2.763018,
"DNK","CPI","TOT","AGRWTH","M","2012-02",2.731092,
"DNK","CPI","TOT","AGRWTH","M","2012-03",2.609603,
"DNK","CPI","TOT","AGRWTH","M","2012-04",2.182952,
"DNK","CPI","TOT","AGRWTH","M","2012-05",2.180685,
"DNK","CPI","TOT","AGRWTH","M","2012-06",2.185224,
"DNK","CPI","TOT","AGRWTH","M","2012-07",2.291667,
"DNK","CPI","TOT","AGRWTH","M","2012-08",2.604167,
"DNK","CPI","TOT","AGRWTH","M","2012-09",2.492212,
"DNK","CPI","TOT","AGRWTH","M","2012-10",2.385892,
"DNK","CPI","TOT","AGRWTH","M","2012-11",2.284528,
"DNK","CPI","TOT","AGRWTH","M","2012-12",2.076843,
"DNK","CPI","TOT","AGRWTH","M","2013-01",1.240951,
"DNK","CPI","TOT","AGRWTH","M","2013-02",1.226994,
"DNK","CPI","TOT","AGRWTH","M","2013-03",1.017294,
"DNK","CPI","TOT","AGRWTH","M","2013-04",0.8138352,
"DNK","CPI","TOT","AGRWTH","M","2013-05",0.8130081,
"DNK","CPI","TOT","AGRWTH","M","2013-06",0.9164969,
"DNK","CPI","TOT","AGRWTH","M","2013-07",0.610998,
"DNK","CPI","TOT","AGRWTH","M","2013-08",0.4060914,
"DNK","CPI","TOT","AGRWTH","M","2013-09",0.5065856,
"DNK","CPI","TOT","AGRWTH","M","2013-10",0.6079028,
"DNK","CPI","TOT","AGRWTH","M","2013-11",0.6091371,
"DNK","CPI","TOT","AGRWTH","M","2013-12",0.7121058,
"DNK","CPI","TOT","AGRWTH","M","2014-01",1.02145,
"DNK","CPI","TOT","AGRWTH","M","2014-02",0.5050505,
"DNK","CPI","TOT","AGRWTH","M","2014-03",0.3021148,
"DNK","CPI","TOT","AGRWTH","M","2014-04",0.7063572,
"DNK","CPI","TOT","AGRWTH","M","2014-05",0.5040323,
"DNK","CPI","TOT","AGRWTH","M","2014-06",0.605449,
"DNK","CPI","TOT","AGRWTH","M","2014-07",0.708502,
"DNK","CPI","TOT","AGRWTH","M","2014-08",0.5055612,
"DNK","CPI","TOT","AGRWTH","M","2014-09",0.5040323,
"DNK","CPI","TOT","AGRWTH","M","2014-10",0.5035247,
"DNK","CPI","TOT","AGRWTH","M","2014-11",0.5045409,
"DNK","CPI","TOT","AGRWTH","M","2014-12",0.4040404,
"DNK","CPI","TOT","AGRWTH","M","2015-01",-0.1011122,
"DNK","CPI","TOT","AGRWTH","M","2015-02",0.3015075,
"DNK","CPI","TOT","AGRWTH","M","2015-03",0.6024097,
"DNK","CPI","TOT","AGRWTH","M","2015-04",0.501002,
"DNK","CPI","TOT","AGRWTH","M","2015-05",0.7021063,
"DNK","CPI","TOT","AGRWTH","M","2015-06",0.6018054,
"DNK","CPI","TOT","AGRWTH","M","2015-07",0.7035176,
"DNK","CPI","TOT","AGRWTH","M","2015-08",0.6036217,
"DNK","CPI","TOT","AGRWTH","M","2015-09",0.5015045,
"DNK","CPI","TOT","AGRWTH","M","2015-10",0.3006012,
"DNK","CPI","TOT","AGRWTH","M","2015-11",0.3012048,
"DNK","CPI","TOT","AGRWTH","M","2015-12",0.4024145,
"DNK","CPI","TOT","AGRWTH","M","2016-01",0.6072875,
"DNK","CPI","TOT","AGRWTH","M","2016-02",0.3006012,
"DNK","CPI","TOT","AGRWTH","M","2016-03",0,
"DNK","CPI","TOT","AGRWTH","M","2016-04",0,
"DNK","CPI","TOT","AGRWTH","M","2016-05",0.0996016,
"DNK","CPI","TOT","AGRWTH","M","2016-06",0.2991027,
"DNK","CPI","TOT","AGRWTH","M","2016-07",0.2994012,
"DNK","CPI","TOT","AGRWTH","M","2016-08",0.2,
"DNK","CPI","TOT","AGRWTH","M","2016-09",0,
"DNK","CPI","TOT","AGRWTH","M","2016-10",0.2997003,
"DNK","CPI","TOT","AGRWTH","M","2016-11",0.4004004,
"DNK","CPI","TOT","AGRWTH","M","2016-12",0.501002,
"DNK","CPI","TOT","AGRWTH","M","2017-01",0.9054326,
"DNK","CPI","TOT","AGRWTH","M","2017-02",0.999001,
"DNK","CPI","TOT","AGRWTH","M","2017-03",0.998004,
"DNK","CPI","TOT","AGRWTH","M","2017-04",1.09671,
"DNK","CPI","TOT","AGRWTH","M","2017-05",0.7960199,
"DNK","CPI","TOT","AGRWTH","M","2017-06",0.5964215,
"DNK","CPI","TOT","AGRWTH","M","2017-07",1.492537,
"DNK","CPI","TOT","AGRWTH","M","2017-08",1.497006,
"DNK","CPI","TOT","AGRWTH","M","2017-09",1.596806,
"DNK","CPI","TOT","AGRWTH","M","2017-10",1.494024,
"DNK","CPI","TOT","AGRWTH","M","2017-11",1.296112,
"DNK","CPI","TOT","AGRWTH","M","2017-12",0.997009,
"DNK","CPI","TOT","AGRWTH","M","2018-01",0.6979063,
"DNK","CPI","TOT","AGRWTH","M","2018-02",0.5934718,
"DNK","CPI","TOT","AGRWTH","M","2018-03",0.4940712,
"DNK","CPI","TOT","AGRWTH","M","2018-04",0.7889546,
"DNK","CPI","TOT","AGRWTH","M","2018-05",1.085883,
"DNK","CPI","TOT","AGRWTH","M","2018-06",1.086957,
"DNK","CPI","TOT","AGRWTH","M","2018-07",1.078431,
"DNK","CPI","TOT","AGRWTH","M","2018-08",0.9832842,
"DNK","CPI","TOT","AGRWTH","M","2018-09",0.5893909,
"DNK","CPI","TOT","AGRWTH","M","2018-10",0.7850834,
"DNK","CPI","TOT","AGRWTH","M","2018-11",0.7874016,
"DNK","CPI","TOT","AGRWTH","M","2018-12",0.7897335,
"DNK","CPI","TOT","AGRWTH","M","2019-01",1.287129,
"DNK","CPI","TOT","AGRWTH","M","2019-02",1.081613,
"DNK","CPI","TOT","AGRWTH","M","2019-03",1.179941,
"DNK","CPI","TOT","AGRWTH","M","2019-04",0.9784736,
"DNK","CPI","TOT","AGRWTH","M","2019-05",0.6835938,
"DNK","CPI","TOT","AGRWTH","M","2019-06",0.5865102,
"DNK","CPI","TOT","AGRWTH","M","2019-07",0.3879728,
"DNK","CPI","TOT","AGRWTH","M","2019-08",0.3894839,
"DNK","CPI","TOT","AGRWTH","M","2019-09",0.4882813,
"DNK","CPI","TOT","AGRWTH","M","2019-10",0.5842259,
"DNK","CPI","TOT","AGRWTH","M","2019-11",0.6835938,
"DNK","CPI","TOT","AGRWTH","M","2019-12",0.7835456,
"DNK","CPI","TOT","AGRWTH","M","2020-01",0.684262,
"DNK","CPI","TOT","AGRWTH","M","2020-02",0.7782101,
"DNK","CPI","TOT","AGRWTH","M","2020-03",0.3887269,
"DNK","CPI","TOT","AGRWTH","M","2020-04",0,
"DNK","CPI","TOT","AGRWTH","M","2020-05",0,
"DNK","CPI","TOT","AGRWTH","M","2020-06",0.2915452,
"DNK","CPI","TOT","AGRWTH","M","2020-07",0.4830918,
"DNK","CPI","TOT","AGRWTH","M","2020-08",0.484966,
"DNK","CPI","TOT","AGRWTH","M","2020-09",0.5830904,
"DNK","CPI","TOT","AGRWTH","M","2020-10",0.3872217,
"DNK","CPI","TOT","AGRWTH","M","2020-11",0.484966,
"DNK","CPI","TOT","AGRWTH","M","2020-12",0.4859087,
"DNK","CPI","TOT","AGRWTH","M","2021-01",0.5825243,
"DNK","CPI","TOT","AGRWTH","M","2021-02",0.5791506,
"DNK","CPI","TOT","AGRWTH","M","2021-03",0.9680542,
"DNK","CPI","TOT","AGRWTH","M","2021-04",1.453488,
"DNK","CPI","TOT","AGRWTH","M","2021-05",1.745878,
"DNK","CPI","TOT","AGRWTH","M","2021-06",1.744186,
"DNK","CPI","TOT","AGRWTH","M","2021-07",1.634615,
"DNK","CPI","TOT","AGRWTH","M","2021-08",1.833977,
"DNK","CPI","TOT","AGRWTH","M","2021-09",2.222222,
"DNK","CPI","TOT","AGRWTH","M","2021-10",2.989393,
"DNK","CPI","TOT","AGRWTH","M","2021-11",3.378378,
"DNK","CPI","TOT","AGRWTH","M","2021-12",3.094778,
"DNK","CPI","TOT","AGRWTH","M","2022-01",4.343629,
"DNK","CPI","TOT","AGRWTH","M","2022-02",4.798464,
"DNK","CPI","TOT","AGRWTH","M","2022-03",5.369128,
"DNK","CPI","TOT","AGRWTH","M","2022-04",6.685769,
"DNK","CPI","TOT","AGRWTH","M","2022-05",7.435653,
"DNK","CPI","TOT","AGRWTH","M","2022-06",8.190476,
"DNK","CPI","TOT","AGRWTH","M","2022-07",8.703879,
"DNK","CPI","TOT","AGRWTH","M","2022-08",8.909952,
"DNK","CPI","TOT","AGRWTH","M","2022-09",10.0189,
"DNK","CPI","TOT","AGRWTH","M","2022-10",10.11236,
"DNK","CPI","TOT","AGRWTH","M","2022-11",8.870214,
"DNK","CPI","TOT","AGRWTH","M","2022-12",8.724202,
"DNK","CPI","TOT","AGRWTH","M","2023-01",7.678076,
"FIN","CPI","TOT","AGRWTH","M","2011-04",3.16,
"FIN","CPI","TOT","AGRWTH","M","2011-05",3.344348,
"FIN","CPI","TOT","AGRWTH","M","2011-06",3.541062,
"FIN","CPI","TOT","AGRWTH","M","2011-07",3.958102,
"FIN","CPI","TOT","AGRWTH","M","2011-08",3.83806,
"FIN","CPI","TOT","AGRWTH","M","2011-09",3.697429,
"FIN","CPI","TOT","AGRWTH","M","2011-10",3.543776,
"FIN","CPI","TOT","AGRWTH","M","2011-11",3.356768,
"FIN","CPI","TOT","AGRWTH","M","2011-12",2.899122,
"FIN","CPI","TOT","AGRWTH","M","2012-01",3.173512,
"FIN","CPI","TOT","AGRWTH","M","2012-02",3.115234,
"FIN","CPI","TOT","AGRWTH","M","2012-03",2.94289,
"FIN","CPI","TOT","AGRWTH","M","2012-04",3.101978,
"FIN","CPI","TOT","AGRWTH","M","2012-05",3.061719,
"FIN","CPI","TOT","AGRWTH","M","2012-06",2.830644,
"FIN","CPI","TOT","AGRWTH","M","2012-07",2.92579,
"FIN","CPI","TOT","AGRWTH","M","2012-08",2.721482,
"FIN","CPI","TOT","AGRWTH","M","2012-09",2.700625,
"FIN","CPI","TOT","AGRWTH","M","2012-10",2.598025,
"FIN","CPI","TOT","AGRWTH","M","2012-11",2.193907,
"FIN","CPI","TOT","AGRWTH","M","2012-12",2.357451,
"FIN","CPI","TOT","AGRWTH","M","2013-01",1.628416,
"FIN","CPI","TOT","AGRWTH","M","2013-02",1.666824,
"FIN","CPI","TOT","AGRWTH","M","2013-03",1.745448,
"FIN","CPI","TOT","AGRWTH","M","2013-04",1.541933,
"FIN","CPI","TOT","AGRWTH","M","2013-05",1.551189,
"FIN","CPI","TOT","AGRWTH","M","2013-06",1.41864,
"FIN","CPI","TOT","AGRWTH","M","2013-07",1.590738,
"FIN","CPI","TOT","AGRWTH","M","2013-08",1.240135,
"FIN","CPI","TOT","AGRWTH","M","2013-09",1.197829,
"FIN","CPI","TOT","AGRWTH","M","2013-10",1.186694,
"FIN","CPI","TOT","AGRWTH","M","2013-11",1.368707,
"FIN","CPI","TOT","AGRWTH","M","2013-12",1.610336,
"FIN","CPI","TOT","AGRWTH","M","2014-01",1.630435,
"FIN","CPI","TOT","AGRWTH","M","2014-02",1.285515,
"FIN","CPI","TOT","AGRWTH","M","2014-03",1.057122,
"FIN","CPI","TOT","AGRWTH","M","2014-04",1.055556,
"FIN","CPI","TOT","AGRWTH","M","2014-05",0.7868913,
"FIN","CPI","TOT","AGRWTH","M","2014-06",0.9263548,
"FIN","CPI","TOT","AGRWTH","M","2014-07",0.8338738,
"FIN","CPI","TOT","AGRWTH","M","2014-08",1.141425,
"FIN","CPI","TOT","AGRWTH","M","2014-09",1.331607,
"FIN","CPI","TOT","AGRWTH","M","2014-10",1.015791,
"FIN","CPI","TOT","AGRWTH","M","2014-11",0.9710534,
"FIN","CPI","TOT","AGRWTH","M","2014-12",0.4699162,
"FIN","CPI","TOT","AGRWTH","M","2015-01",-0.1567398,
"FIN","CPI","TOT","AGRWTH","M","2015-02",-0.1545332,
"FIN","CPI","TOT","AGRWTH","M","2015-03",-0.05415257,
"FIN","CPI","TOT","AGRWTH","M","2015-04",-0.2106418,
"FIN","CPI","TOT","AGRWTH","M","2015-05",-0.04310358,
"FIN","CPI","TOT","AGRWTH","M","2015-06",-0.1165001,
"FIN","CPI","TOT","AGRWTH","M","2015-07",-0.2262849,
"FIN","CPI","TOT","AGRWTH","M","2015-08",-0.1930847,
"FIN","CPI","TOT","AGRWTH","M","2015-09",-0.5914733,
"FIN","CPI","TOT","AGRWTH","M","2015-10",-0.2596871,
"FIN","CPI","TOT","AGRWTH","M","2015-11",-0.2472014,
"FIN","CPI","TOT","AGRWTH","M","2015-12",-0.2388509,
"FIN","CPI","TOT","AGRWTH","M","2016-01",0.03013864,
"FIN","CPI","TOT","AGRWTH","M","2016-02",-0.0901894,
"FIN","CPI","TOT","AGRWTH","M","2016-03",-0.03995206,
"FIN","CPI","TOT","AGRWTH","M","2016-04",0.2597143,
"FIN","CPI","TOT","AGRWTH","M","2016-05",0.309907,
"FIN","CPI","TOT","AGRWTH","M","2016-06",0.359892,
"FIN","CPI","TOT","AGRWTH","M","2016-07",0.5109708,
"FIN","CPI","TOT","AGRWTH","M","2016-08",0.380038,
"FIN","CPI","TOT","AGRWTH","M","2016-09",0.4094677,
"FIN","CPI","TOT","AGRWTH","M","2016-10",0.4586699,
"FIN","CPI","TOT","AGRWTH","M","2016-11",0.6592748,
"FIN","CPI","TOT","AGRWTH","M","2016-12",1.030103,
"FIN","CPI","TOT","AGRWTH","M","2017-01",0.8436276,
"FIN","CPI","TOT","AGRWTH","M","2017-02",1.223671,
"FIN","CPI","TOT","AGRWTH","M","2017-03",0.8293365,
"FIN","CPI","TOT","AGRWTH","M","2017-04",0.8468666,
"FIN","CPI","TOT","AGRWTH","M","2017-05",0.7175603,
"FIN","CPI","TOT","AGRWTH","M","2017-06",0.7470863,
"FIN","CPI","TOT","AGRWTH","M","2017-07",0.5283094,
"FIN","CPI","TOT","AGRWTH","M","2017-08",0.7372721,
"FIN","CPI","TOT","AGRWTH","M","2017-09",0.7758106,
"FIN","CPI","TOT","AGRWTH","M","2017-10",0.5459057,
"FIN","CPI","TOT","AGRWTH","M","2017-11",0.7740399,
"FIN","CPI","TOT","AGRWTH","M","2017-12",0.4850525,
"FIN","CPI","TOT","AGRWTH","M","2018-01",0.7967334,
"FIN","CPI","TOT","AGRWTH","M","2018-02",0.5945303,
"FIN","CPI","TOT","AGRWTH","M","2018-03",0.8126053,
"FIN","CPI","TOT","AGRWTH","M","2018-04",0.7508398,
"FIN","CPI","TOT","AGRWTH","M","2018-05",1.019197,
"FIN","CPI","TOT","AGRWTH","M","2018-06",1.1667,
"FIN","CPI","TOT","AGRWTH","M","2018-07",1.368369,
"FIN","CPI","TOT","AGRWTH","M","2018-08",1.256058,
"FIN","CPI","TOT","AGRWTH","M","2018-09",1.263324,
"FIN","CPI","TOT","AGRWTH","M","2018-10",1.530109,
"FIN","CPI","TOT","AGRWTH","M","2018-11",1.260463,
"FIN","CPI","TOT","AGRWTH","M","2018-12",1.18215,
"FIN","CPI","TOT","AGRWTH","M","2019-01",1.086849,
"FIN","CPI","TOT","AGRWTH","M","2019-02",1.260835,
"FIN","CPI","TOT","AGRWTH","M","2019-03",1.120613,
"FIN","CPI","TOT","AGRWTH","M","2019-04",1.461071,
"FIN","CPI","TOT","AGRWTH","M","2019-05",1.175433,
"FIN","CPI","TOT","AGRWTH","M","2019-06",1.016419,
"FIN","CPI","TOT","AGRWTH","M","2019-07",0.8314584,
"FIN","CPI","TOT","AGRWTH","M","2019-08",1.093964,
"FIN","CPI","TOT","AGRWTH","M","2019-09",0.9161794,
"FIN","CPI","TOT","AGRWTH","M","2019-10",0.7486631,
"FIN","CPI","TOT","AGRWTH","M","2019-11",0.6710104,
"FIN","CPI","TOT","AGRWTH","M","2019-12",0.9151981,
"FIN","CPI","TOT","AGRWTH","M","2020-01",0.9871958,
"FIN","CPI","TOT","AGRWTH","M","2020-02",0.8463035,
"FIN","CPI","TOT","AGRWTH","M","2020-03",0.6027024,
"FIN","CPI","TOT","AGRWTH","M","2020-04",-0.318933,
"FIN","CPI","TOT","AGRWTH","M","2020-05",-0.1645851,
"FIN","CPI","TOT","AGRWTH","M","2020-06",-0.03869969,
"FIN","CPI","TOT","AGRWTH","M","2020-07",0.5917734,
"FIN","CPI","TOT","AGRWTH","M","2020-08",0.2028985,
"FIN","CPI","TOT","AGRWTH","M","2020-09",0.1641878,
"FIN","CPI","TOT","AGRWTH","M","2020-10",0.1833623,
"FIN","CPI","TOT","AGRWTH","M","2020-11",0.2125193,
"FIN","CPI","TOT","AGRWTH","M","2020-12",0.2315485,
"FIN","CPI","TOT","AGRWTH","M","2021-01",0.8904375,
"FIN","CPI","TOT","AGRWTH","M","2021-02",0.9163693,
"FIN","CPI","TOT","AGRWTH","M","2021-03",1.333462,
"FIN","CPI","TOT","AGRWTH","M","2021-04",2.055459,
"FIN","CPI","TOT","AGRWTH","M","2021-05",2.230411,
"FIN","CPI","TOT","AGRWTH","M","2021-06",1.974448,
"FIN","CPI","TOT","AGRWTH","M","2021-07",1.948115,
"FIN","CPI","TOT","AGRWTH","M","2021-08",2.169511,
"FIN","CPI","TOT","AGRWTH","M","2021-09",2.487706,
"FIN","CPI","TOT","AGRWTH","M","2021-10",3.159619,
"FIN","CPI","TOT","AGRWTH","M","2021-11",3.691922,
"FIN","CPI","TOT","AGRWTH","M","2021-12",3.465204,
